NCT Number,Study Title,Brief Summary,Conditions
NCT03308773,Disease Prevention in Clinical Practice Base on Patient Specific Physiology,"It is well known that the Type 2 diabetes and vascular disease are preceded by over ten years by metabolic dysfunction and anatomic changes that can be quantified. In order to develop effective preventive strategies and reduce the cost burden to the health care system, recognition of the earliest pathophysiology of Type 2 diabetes and vascular disease is clinically relevant. The interval retrospective evaluation of data from patient records, reflect the effectiveness of the various treatments implemented in clinical practice.Prevalence of ""prediabetes"" among American adults is estimated to be \~84 million, or one out of three Americans. Over a 5-7 year period approximately one third of these prediabetic individuals will progress to type 2 diabetes. Prediabetes is a heterogenous group comprised of individuals with impaired fasting glucose (IFG), impaired glucose tolerance (IGT), and increased A1c (5.7-6.4%). Although different pathophysiologies are present in individuals with IFG and IGT, their conversion rate to overt type 2 diabetes mellitus (T2DM) is similar.Insulin resistance is a common causal feature of many of the pathophysiologic mechanisms linking macrovascular disease and type 2 diabetes. Because hyperglycemia is the major factor responsible for the development of microvascular complications, it logically follows that prevention of progression of prediabetes to overt diabetes should retard/prevent the development of the microvascular complications. From the measurement of plasma glucose, insulin, and c-peptide levels during the oral glucose tolerance test, one can derive measures of the two core defects responsible for the development of T2DM, i.e. insulin resistance and beta cell dysfunction as well as the degree of dysglycemia.By combining a standard medical evaluation with the evaluation of cardiovascular biomarkers, patients at intermediate risk of vascular disease can be identified. In these patients, carotid intima media thickness (IMT) and carotid plaque evaluation is offered to attempt to clarify risk.The hypothesis of this observational study is that the characterization of the physiology and anatomy of patients at risk of developing type 2 diabetes and/or cardiovascular disease can stratify risk of developing disease and direct treatment strategies tailored to the identified physiologic defect, leading to improvements in the delay or prevention of disease.",PreDiabetes|Insulin Resistance|Type2 Diabetes|NASH - Nonalcoholic Steatohepatitis|Diastolic Dysfunction|Dementia|Atrial Fibrillation|Cancer|Atherosclerosis|Carotid Plaque
NCT02471573,Freeze All Protocol Versus Fresh Embryo Transfer in Women Undergoing In-vitro Fertilization (IVF),To compare the effectiveness of freeze-all and subsequent frozen embryo transfer (freeze all protocol) with fresh embryo transfer (fresh ET).,Infertility
NCT04157673,Imagine to Remember: Improving Medication Adherence in Pre- and Type 2 Diabetes,Determine if an intervention consisting of future-thinking improves different facets of memory/executive function and/or decision-making.,Medication Adherence
NCT02405260,Add Glucokinase Activator to Target A1c,"This trial is a multi-center, adaptive, randomized, double-blind, placebo- and active- controlled, parallel group, Phase 2 study in subjects with T2DM to evaluate the effect of TTP399 on HbA1c following administration for 6 months.","Diabetes Mellitus, Type 2"
NCT04400760,The Effect of Dapagliflozin on Platelet Function testinG Profiles in Diabetic PatiEnts.,"Sodium GLucose Transport 2 inhibitors (SGLT2I), including dapagliflozin, reduce the likelihood of hospitalization for heart failure and death in persons with type 2 diabetes, of which the mechanism has not been fully elucidated. The mechanistic effects of dapagliflozin on platelet function profiles have not yet been ascertained. It remains unclear if this reduction in cardiovascular death is mediated by decreased platelet reactivity.",Platelet Dysfunction
NCT00231660,"A Study of the Efficacy and Safety of Topiramate in the Treatment fo Obese, Type 2 Diabetic Patients Treated With Metformin",The purpose of this study is to compare the efficacy (in terms of weight and hemoglobin type A1c \[HbA1c\]) and safety of topiramate (96 milligrams\[mg\] or 192 mg daily) with placebo in the treatment of obesity in Type 2 diabetic patients receiving metformin.,"Obesity|Diabetes Mellitus, Type 2|Diabetes Mellitus, Adult-Onset"
NCT03411460,Satisfaction of Hospitalized Diabetic Patients Using a Continuous Glucose Monitoring System,The aim of the study is to establish whether routine usage of the FreeStyle Libre™ system (Abbott) improves satisfaction and quality of sleep in patients hospitalized for poor glycemic control with an indication for external insulin pump treatment.,Insulin-Dependent Diabetes
NCT05755360,DOORS: A Research Study to Understand How Oral Semaglutide Works in People With Type 2 Diabetes Who Change From Dipeptidyl Peptidase-4 Inhibitor (DPP4i) Treatment to Oral Semaglutide in Italy,The purpose of the study is to look at the change in blood sugar levels in people with type 2 diabetes who change their treatment from DPP4i to oral semaglutide. Participant will get oral semaglutide as prescribed by the study doctor. The study will last for about 5-6 months. Participants will be asked to complete two questionnaires. One will be about eating behaviour and the other one will be diabetes related. Participant will complete this questionnaire during the normal scheduled visit with study doctor. Participants will be asked questions about their health and diabetes treatment and lab tests as part of their normal doctor's appointment.,"Diabetes Mellitus, Type 2"
NCT03230760,Acupuncture for Breast Engorgement During Lactation,"Breast engorgement which may manifest swell, throb, and cause mild to extreme pain is the common difficulty for breast feeding woman. It occurs in the mammary glands due to expansion and pressure exerted by the synthesis and storage of breast milk and it usually happens when the breasts switch from colostrums to mature milk. However, engorgement can also happen if lactating women miss several nursing and not enough milk is expressed from the breasts. It can be exacerbated by insufficient breastfeeding and/or blocked milk ducts. Engorgement may lead to mastitis and untreated engorgement puts pressure on the milk ducts, often causing a plugged duct.According the meridian theory, the investigators propose the acupuncture treatment for patients of breast engorgement.The investigators will include 60 patients and measure the acupuncture effect. The inclusion criteria are women with breast engorgement and 20 years old or older. Exclusion standards are patients with: 1. diabetes mellitus 2. Psychological disease or mental illness 3. Fever \> 38 degrees Celsius 4. Mastitis 5.analgetics or anti - inflammatory agents used 6. ultrasound therapy applied",Breast Engorgement
NCT05370560,Plasma Transthyretin Levels and Risk of Type 2 Diabetes Mellitus and Impaired Glucose Regulation,"Objective: To investigate the association between plasma transthyretin levels and risk of newly diagnosed type 2 diabetes mellitus (T2DM) and impaired glucose regulation (IGR) in a Chinese population.Design: We performed a case-control study, including 1,244 newly diagnosed T2DM patients, 837 newly diagnosed IGR patients, and 1,244 individuals with normal glucose tolerance (NGT). The diagnostic criteria were recommended by World Health Organization in 1999. All cases were recruited from patients who, for the first time, received a diagnosis of T2DM in the Department of Endocrinology, Tongji Hospital, Tongji Medical College, Wuhan, China, from December 2010 to December 2016. Concomitantly, general population undergoing a routine health checkup in the same hospital were enrolled as controls. The inclusion criteria were age ≥ 30 years, BMI \< 40 kg/m2, and no history of diagnosis of diabetes or receiving pharmacological treatment for hypertension and hyperlipidemia. Participants with clinically significant neurological, endocrinological, psychological or other systemic diseases, as well as acute illness or chronic inflammatory or infectious diseases, were excluded from the present study. Written informed consent was obtained from each participant. Besides, cases were stringently matched to controls in a 1:1 ratio, based on sex and age (± 3 years). All participants enrolled were of Han ethnicity, and gave a commitment of taking no medication known affecting glucose tolerance or insulin secretion before participating in the study. Fasting blood samples were collected in EDTA-anticoagulative tubes and separated for plasma within 1 h. Then plasma was kept at -80℃ prior to analyses. Plasma transthyretin levels were measured by BS 200 Autoanalyser (Mindray, Shenzhen, China) using immunoturbidimetric method.",Type 2 Diabetes|Impaired Glucose Regulation
NCT04043260,DreaMed Advisor Pro System in Subjects With Type 1 Diabetes Treated With MDI Therapy,"A multi center, open label, prospective study that will include up to 100 subjects with Type 1 Diabetes treated with Multiple Daily Injections (MDI) of insulin according to a predefined sliding scale plan or carbohydrate ratio (CR) and correction factor (CF) plan, and Self-Monitoring of Blood Glucose (SMBG) or Continuous Glucose Monitoring (CGM).The study will include screening, a 3-4 weeks run-in period and a 6 weeks intervention period. Subjects will be asked to record their insulin delivery during basal/bolus insulin treatment (using dedicated apps and/or connected pens) and their daily activities (meals, physical activity etc.) using electronic log (implemented on Dedicated Apps), for a total period of 9-10 weeks.","Insulin-dependent Diabetes Mellitus|Diabetes Mellitus, Type 1"
NCT01477476,Anti-IL-1 Treatment in Children Diabetic Keto-Acidosis (DKA) at Diagnosis of Type 1 Diabetes,"This is a randomized, double-blind, placebo-controlled phase 2 study. Specific aim is to evaluate feasibility and safety of anti-IL-1 (interleukin 1) treatment in the course of standard therapy for diabetic ketoacidosis in children and its effect on intracranial pressure.",Type I Diabetes
NCT06239376,Artificial Cycle With or Without GnRH Agonist Pre-treatment for Frozen Embryo Transfer in Adenomyosis Patients,"This randomized clinical trial aims to assess the comparative effectiveness of two distinct endometrial preparation protocols for frozen embryo transfer (FET) among women with adenomyosis undergoing IVF/ICSI. Specifically, it seeks to address the following key questions:1. Does the protocol involving the combination of GnRH agonist and letrozole for down regulation with exogenous steroids (GnRHa+AI - AC) result in a higher live birth rate compared to the use of exogenous steroids alone (AC) in women with adenomyosis undergoing frozen embryo transfer?2. What are the common side effects of the GnRHa+AI - AC regimen?Eligible participants will undergo screening before endometrial preparation for FET, following which they will be randomly assigned to one of two groups: GnRHa+AI - AC or AC. In the GnRHa+AI - AC group, participants will be pre-treated with GnRH agonist and letrozole two months before endometrial preparation. After this period, participants will return for endometrial preparation, and any side effects resulting from the down regulation will be evaluated. In contrast, the AC group will receive standard treatment.",Adenomyosis|IVF|Frozen Embryo Transfer
NCT04810676,A Clinical Trial to Evaluate the Pharmacokinetic Profiles and Safety of CKD-383.,A clinical trial to evaluate the pharmacokinetic profiles and safety of CKD-383.,Type2 Diabetes Mellitus
NCT01581476,Adolescent Type 1 Diabetes Cardio-Renal Intervention Trial,"The purpose of this study is to determine whether use of blood pressure lowering drugs, Angiotensin converting enzyme inhibitors (ACEIs) and blood fat (lipid) lowering drugs (statins) may have a place in the treatment of adolescents with diabetes and can help reduce serious long-term health problems in this population.",Type 1 Diabetes
NCT02512276,Tele-Pharmacy Intervention to Improve Treatment Adherence,"The purpose of this cluster randomized controlled trial is to evaluate whether a novel tele-pharmacist-based intervention for patients with hyperlipidemia, hypertension, and diabetes improves medication adherence, disease control, and patients' understanding of their treatment.",Hyperlipidemia|Diabetes|Hypertension
NCT05728476,Microinvasive Pars Plana Vitrectomy Combined ILM Peeling Versus Anti-VEGF Intravitreal Injection for Treatment-naïve Diabetic Macular Edema,"Diabetic macular edema (DME) is the main cause of vision loss in patients with diabetes. At present, anti-vascular endothelial growth factor (VEGF) intravitreal injection is the first-line therapy for DME, nevertheless, some patients do not respond well to anti-VEGF agents and often require multiple injections, which increases the psychological and economic burden of patients. Microinvasive pars plana vitrectomy (PPV) has been proven to be safe and effective for refractory DME. However, there are few studies on treatment-naïve DME. The purpose of this study is to explore whether early PPV combined with internal limiting membrane (ILM) peeling can reduce the treatment burden of DME patients, prevent vision loss, and maintain long-term stabilization of diabetic retinopathy.",Diabetic Macular Edema|Pars Plana Vitrectomy|Conbercept
NCT00467376,"Insulin Glulisine, Insulin Lispro and Insulin Glargine in Type 1 or 2 Diabetes Mellitus","Primary:* To compare the efficacy and safety of Insulin Glulisine to Insulin Lispro in subjects with type 1 or type 2 diabetes mellitus.* To compare the frequency of hypoglycemia of Insulin Glulisine to Insulin Lispro.Secondary:* To compare Insulin Glulisine to Insulin Lispro in terms of the change in HbA1c at weeks 12, blood glucose parameters, insulin doses and treatment satisfaction in subjects with type 1 or type 2 diabetes mellitus",Diabetes Mellitus
NCT03374176,Efficacy of Amoxicillin-metronidazole Compared to Clindamycin in Patients With Periodontitis and Diabetes,"Periodontitis is an inﬂammation of the supporting structures of the teeth, usually caused by speciﬁc or groups of microorganisms that results in the progressive destruction of the periodontal ligament and alveolar bone. the objective of periodontitis treatment is to reduce the number of periodontal pathogens. However, there is not an agreement in the use of systemic antibiotics in patients with diabetes. The purpose of the present study was to determine the efficacy of amoxicillin/metronidazole compared to clindamycin during non-surgical treatment of periodontitis in patients with type 2 diabetes mellitus.Patients and methods In this double-blind, randomized clinical trial, a total of 42 patients with chronic periodontitis and type 2 diabetes were included in a 24-months follow-up. Patients were randomly assigned to treatment with either amoxicillin/metronidazole or clindamycin every for 7 days. Clinical determinations (depth of probing, bleeding at the probe and plaque index) were performed to determine the extent and severity of periodontitis before and after the pharmacological treatment. The intra-group differences were calculated with Wilcoxon rank test. The inter-group differences were calculated with Mann-Whitney test. Sex, bacterial plaque, and bleed to the sounding were summarized using proportions and analyzed with the chi-square method. In all analyses, a P-value of \<0.05 (two tailed) was considered statistically significant",Periodontitis|Periodontal Pocket|Diabetes Mellitus
NCT04792476,HIIT in Patients With a First-episode Psychosis,"This study aims to estimate the effect of a 3-month High Intensity Interval Training on antipsychotic-induced weight gain in patients with a first episode of psychosis, as well as to determine whether these effects are maintained 9 months after the intervention has ended.",First-episode Psychosis
NCT04708327,Single-Blind Study of STAT-205 in Mild COVID-19,"This is a randomized, single blind, study. Males and females meeting inclusion criteria who have symptoms of mild COVID-19 and in whom a positive PCR result for SARS-CoV-2 is obtained may be enrolled to the study treatment within 72 hours of the positive PCR result. Eligible patients are those considered to be at high risk for COVID-19 disease progression. This includes patients ≥ 65 years of age or with any one or more of certain medical conditions including: cancer, COPD, cardiovascular disease, immunocompromised state resulting from solid organ transplant, obesity, sickle cell disease, history of smoking, and diabetes.",COVID-19
NCT06181227,A Phase 2 Study of Intravitreal AVD-104 in Diabetic Macular Edema,"A Phase 2 study to determine the safety and preliminary efficacy of intravitreal injections of AVD-104, a novel glyco-mimetic nanoparticle, in reducing macular edema associated with diabetic retinopathy.",Diabetic Macular Edema|Diabetic Retinopathy
NCT02931773,Autonomic Cardiovascular Neuropathy in Recently Diagnosed DM2 Patients (ACNDM2),"The investigators are studying the initial autonomic alterations in participants recently diagnosed with DM2 and in those patients classified as Pre-Diabetes, mainly focused on the baroreceptor sensitivity and on the peripheral sympathetic innervation.",Dysautonomia
NCT03087773,Impact of EMpagliflozin on Cardiac Function and Biomarkers of Heart Failure in Patients With Acute MYocardial Infarction,This study is planned to investigate the impact of Empagliflozin on biomarkers of heart failure in patients with myocardial infarction with and without type 2 diabetes mellitus within 6 months after the event.,Acute Myocardial Infarction
NCT06258473,Addressing Gaps in the Hypertension and Diabetes Care Continuum in Rural Bangladesh: The Dinajpur Study,"In the present implementation study, we aim to document the experience of implementing integrated, decentralized primary care in rural Bangladesh, including components of healthcare provider training, mHealth, decentralization with task shifting, and community-based care, and to generate data on the effectiveness and cost-effectiveness of the multicomponent integrated care as compared to usual care and to mHealth intervention alone. We will also Investigate the factors that explain how the interventions influence hypertension and diabetes management and explore barriers/facilitators to delivering and sustaining intervention. We will conduct mixed-methods research to understand how the intervention influences treatment and prevention in this patient population. Particularly, we will assess lifestyle changes (i.e., smoking, dietary salt intake, physical activity, alcohol consumption), and burden for patients (e.g., waiting time, travel-related cost) at individual and community level. Qualitative data will shed light on facilitators and barriers to hypertension and diabetes prevention and control from the perspectives of patients (and their families), primary care providers, public health officials, and other stakeholders. Additionally, we will undertake a health economic evaluation of the interventions for primary care systems. A comprehensive evaluation of cost and effectiveness will be important for the models tested, providing necessary evidence for policymakers and stakeholders to scale up the interventions. We hypothesize that compared with usual care, the multicomponent decentralized primary care will improve all steps along hypertension and diabetes care continuum. On the other hand, we hypothesize that the mHealth intervention alone (Simple App) may improve BP and glycemic control compared with usual care but will have a limited impact on rates of screening, diagnosis, and treatment. We also hypothesize that the multicomponent integrated care will lead to a higher treatment success rate relative to mHealth intervention alone.",Hypertension|Diabetes
NCT02816073,Pattern Scanning Laser Pan-retinal Photocoagulation in Proliferative Diabetic Retinopathy,"A randomized study to assess the safety and efficacy of single-session pan-retinal photocoagulation (PRP) using Pattern Scan Laser (PASCAL) in proliferative diabetic retinopathy (PDR) - 1,700 shots vs 2,500 shots",Diabetic Retinopathy|Lasers|Treatment Outcome
NCT01876173,Feasibility Testing of Decision Support for Patients Who Are Candidates for an Implantable Defibrillator,"Sudden cardiac death (SCD) due to a ventricular arrhythmia is a serious cause of cardiovascular death in Canada. The implantable cardioverter defibrillator (ICD) offers high-risk patients a treatment option to reduce the incidence of SCD by delivering an internal shock to restore a normal rhythm, if needed. Definitive evidence has established the effectiveness of the ICD for reducing mortality when used as prophylaxis for SCD (a primary prevention indication). Approximately 3,700 new candidates accrue annually. Practice guidelines define the criteria to determine patient ICD candidacy for primary prevention. However, in addition to SCD risk, ICD candidates may have chronic diseases such as diabetes, renal insufficiency, hypertension, and atrial fibrillation. Thus, balancing the benefits and risks of an ICD can become complex, particularly when competing mortality risks are present. Research has recognized human costs associated with device complications and shocks affecting psychological, health related quality of life (HRQL), and morbidity outcomes. The complexities surrounding the long-term benefits/risks, complications, replacements, and shocks, warrant decision support to prepare patients to make decisions. In Canada, there is no clear framework to support patients' decision-making in the context of ICD treatment options. Decision support, using a decision aid, could moderate treatment related uncertainty and prepare patients to make active, informed, quality decisions.Objectives: 1) develop a decision aid for ICD candidates to support quality decision-making (informed, deliberate, values-based choices), 2) to evaluate the decision aid, and 3) to determine the feasibility of conducting a trial.",Cardiovascular Disease|Sudden Cardiac Death
NCT04460573,Smart Boot Use to Measure Offloading Adherence,"The purpose of this study is to help people with diabetes who develop neuropathic diabetic foot ulcers (DFUs). These ulcers, or sores, if left untreated can increase the chance of amputation. Part of the treatment is to have the person wear a diabetic shoe or boot to help their foot heal. Sometimes people don't wear the boot like they are told. The investigators want to compare three different kinds of diabetic boots to see if they can help make it easier for people to wear their boots as instructed.The investigators will look at three groups of participants: the first group will wear a boot that can't be taken off. The second group will wear a boot that can be taken off, and they will get counseling about how important it is to follow instructions as to how often and when to wear the boot. The third group will wear a ""smart"" boot, which will interact with the person through a smart watch and smart phone, and give them direct feedback about how they are doing with following their boot wearing prescription.The investigators will also be looking at how much physical activity, like walking, the participants do. And they will compare how well participants sleep and rate their quality of life in the three different boots. The investigators think that giving participants information about how much they are wearing their boot using readily available technology will help them to follow the doctor's directions better, and help their wounds heal faster.",Diabetic Foot Ulcer
NCT04132531,Effect of Weight Loss Surgery on Stem Cells.,"Obesity and diabetes are linked to increased risk for health problems such as heart attack, stroke, and death. At the cellular level, obesity and diabetes increase levels of harmful inflammatory cells (M1 macrophages) and decreases levels of protective stem cells (circulating progenitor cells) in the blood.Bariatric (weight loss) surgery is an effective treatment that leads to significant weight loss and improved health in patients with obesity. However, it is unknown if weight loss surgery also replenishes healthy stem cells and decreases inflammatory cells in the body. Therefore, the purpose of this research study is to compare levels of these stem and inflammatory cells before and after bariatric surgery, and to compare to a control group of healthy normal weight participants.The investigators anticipate that inflammatory cell levels will be reduced and stem cell levels and function will be restored after bariatric surgery, similar to levels of healthy normal weight individuals.","Obesity, Morbid|Stem Cells|Cardiovascular Morbidity"
NCT04564131,Reflexology in Diabetic Neuropathic Pain Management,"Reflexology massage, applied by applying pressure to any point on the feet, is one of the most popular complementary treatments in the world. Given the negative impact of neuropathic pain on quality of life and the limited effectiveness of traditional medicines, it is important to investigate the effects of various complementary therapies available, including reflexology massage. Therefore, the study was planned as a prospective randomized controlled experimental study with a pre-test and post-test design aiming to investigate the effect of reflexology massage for neuropathic pain on pain intensity and quality of life in diabetic individuals.",Reflexology|Neuropathic Pain
